100
-18.794663,-22633.948208
-42.422561,-255093.511189
-72.602681,-1300921.918119
-3.566276,-642.702423
-7.333786,174.670828
-38.054434,-181322.408541
-20.011437,-23885.513196
-47.965705,-368635.217589
-63.509923,-865099.796579
-86.073606,-2169013.694619
-5.645910,-1281.292982
18.616374,20981.221768
14.037123,11203.794631
4.912032,2784.117755
-2.707062,-773.204827
-65.516531,-951780.831857
2.042706,232.020351
-92.012437,-2656295.739494
-72.646790,-1300832.691392
3.879628,2633.855400
-20.017304,-25065.776559
-49.032933,-394861.447859
-18.707250,-20257.823101
-55.724061,-582683.350685
10.893176,8720.853118
3.991383,-644.856089
-92.180466,-2669540.848321
-8.643556,-2491.163943
-51.692059,-465974.863622
-40.221093,-214396.208618
-43.441534,-276653.491708
-55.911312,-589029.985571
-94.101554,-2840886.158613
-14.246659,-9421.104953
-32.287782,-109996.554346
-1.172906,-3131.989368
-80.082960,-1746553.920322
-80.453531,-1771917.028474
-86.660309,-2217045.368948
-95.556077,-2976352.843446
-13.022990,-7157.976052
-31.984797,-109500.413385
-9.117262,-1923.467789
-75.746017,-1476723.488051
-98.048455,-3217524.583821
-80.843548,-1798523.225175
-81.653550,-1853648.895576
-37.913769,-181710.116517
-34.532622,-137470.607992
-46.297379,-331630.462786
-37.228064,-170292.014597
5.900781,184.556856
-33.008272,-120095.224125
-64.520904,-909410.683596
-62.993888,-845757.514614
-13.369505,-4931.798155
-29.712610,-85628.994907
13.131359,7407.962058
-99.044011,-3317701.062250
-40.728758,-224873.552852
2.678716,-441.297602
-79.964350,-1740240.146550
-33.577402,-126446.434899
16.402060,18875.849804
-76.452379,-1518502.754559
17.725581,20370.013743
-9.495308,-2181.395271
-54.559778,-545394.100198
-37.794981,-180411.834933
-75.337890,-1450319.952168
-23.852321,-44399.702622
-61.307795,-781645.649590
-83.086753,-1954115.278502
-44.187277,-289849.356408
-88.828027,-2389088.672493
-8.467593,-2681.780085
-6.798629,-1867.674697
-27.442593,-67446.367854
1.913326,2550.611801
-75.262689,-1447057.443531
-73.391023,-1342137.487050
14.738577,12721.632258
-20.769135,-28255.061198
-28.553864,-76593.309524
-72.920101,-1316667.703022
-36.608905,-163281.749539
-83.926673,-2011024.443965
-56.235082,-599378.174636
13.620603,12372.743124
-76.153376,-1500625.734634
-95.526213,-2972860.771648
-38.777564,-196458.919045
-50.230127,-427303.449667
-40.422491,-218792.649170
-62.688937,-834344.397454
-77.898972,-1608049.474081
11.694899,5994.689682
-60.167280,-734340.819153
-10.603434,-2514.884061
1.769246,-403.943876
