50
18.206019,-2077385.998267
17.428080,-1727670.980355
16.684345,-1456317.279903
10.815168,-258422.038435
9.861490,-190068.393429
19.577244,-2924577.594638
24.733269,-8641299.261557
3.289204,13575.949814
9.894203,-169432.875691
2.344655,60096.423514
11.926658,-266450.419223
3.072541,4006.088824
13.549182,-582687.642241
5.788808,17836.672517
15.382970,-983047.005650
10.867335,-108098.483775
17.332086,-1663747.519904
6.454623,-66672.474256
24.070239,-7639912.553858
15.563634,-1007340.738548
16.227714,-1254027.659728
19.663442,-2976308.547256
1.659450,-45497.035978
1.406613,815.616921
10.589609,-166882.700758
6.643752,-26736.964162
8.780881,-40219.508572
2.763304,16888.073628
1.116372,22824.624260
21.071310,-4040431.235519
7.225230,-21171.229107
9.049725,-135588.272676
9.127372,-64675.936671
13.047047,-476380.708965
20.482035,-3633127.304234
19.187959,-2794481.621290
7.438306,-45299.030449
24.059304,-7628913.969208
22.569988,-5614774.334391
15.253409,-894604.171532
15.658836,-1119243.013687
8.110763,-54232.416193
17.259821,-1705052.149328
20.457485,-3675187.130217
24.040158,-7676058.570949
8.653212,-52662.195615
9.554322,-130531.391113
15.156256,-954161.386434
6.607843,13380.753538
1.323444,-15301.485891
