100
3.454769,679214.845208
-1.801566,4620.083102
3.420774,606620.061580
1.895891,181.709580
-2.551288,122738.691790
-1.141900,1037.395310
1.218139,184.331243
-2.693445,204959.689396
-0.728750,-1095.928360
3.019199,147916.581783
-1.159621,194.481359
0.400913,496.107326
4.862435,27049481.557215
2.816702,66020.243113
2.092273,1907.083880
-1.069625,-885.452562
1.253179,-808.263268
1.902847,60.220325
-2.374659,60752.155999
0.010000,1785.066378
4.675311,17854096.752788
2.175185,1562.812729
1.311373,602.394932
-1.151063,1197.842549
-1.626810,338.213259
-2.564631,128768.376058
1.798885,1245.096180
0.211969,83.629589
-0.507901,784.427031
2.140052,2338.498763
3.544249,899345.385323
2.900327,94655.961442
1.913755,-89.222075
3.684729,1375386.702169
-2.553074,123142.192948
1.119496,1556.802551
-1.997877,13667.599613
-1.821628,6304.198940
2.989661,132808.431046
3.564634,958031.779349
-1.398919,-1868.276870
3.928634,2767439.623640
-2.963455,503008.266993
-2.180751,28468.204582
-0.299028,-1179.226586
-2.730612,230326.927758
2.569978,21188.339529
-0.874630,-1342.047357
1.574016,359.808703
1.860636,1807.579056
-0.864753,145.114883
3.412568,591773.116856
2.259550,3579.729784
4.830995,25256557.888023
-0.331454,-1039.318637
1.199826,242.518853
-2.791080,284772.878276
2.307457,4221.261156
1.164407,1399.644865
2.352729,5934.649826
1.300916,796.274648
1.197626,-1773.558819
2.838142,71625.706340
-1.435437,-1266.576818
0.327241,1748.403299
1.023364,158.974179
-1.697527,4021.706267
3.969455,3095541.365775
1.141713,1199.027122
-0.189454,2395.813263
1.290655,906.455605
-2.189080,28910.444540
-0.073751,452.156510
1.294219,390.863414
-2.697158,206001.229023
3.837355,2143577.614368
-2.997067,560940.825174
1.188886,2770.051642
-1.700877,4305.367117
-2.300616,46941.803566
1.174310,2704.930878
1.718974,30.424916
4.768970,22029639.557046
-0.590964,-1989.766740
2.361895,6710.763999
3.047116,166280.935660
3.255400,347936.275734
0.252733,-1641.119644
2.465720,13283.821899
1.276221,-708.210173
2.841555,74074.811035
2.258541,3191.271806
2.637263,29497.137434
-2.505907,103749.965692
0.685760,1049.609992
-2.834130,327873.040517
0.698478,-2507.064047
-0.694165,1975.402587
-2.482404,95676.615256
0.749592,-131.076190
